Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,,,,,,,,
2640,Airport,,No Cars Available,42563.94,,22.00,,,,,,,,
2649,City,,No Cars Available,42563.95,,22.00,,,,,,,,
2653,City,,No Cars Available,42563.96,,22.00,,,,,,,,
2654,City,,No Cars Available,42563.96,,23.00,,,,,,,,
2652,Airport,,No Cars Available,42563.96,,23.00,,,,,,,,
2656,Airport,,No Cars Available,42563.96,,23.00,,,,,,,,
2655,City,,No Cars Available,42563.97,,23.00,,,,,,,,
2660,Airport,,No Cars Available,42563.97,,23.00,,,,,,,,
2659,City,,No Cars Available,42563.97,,23.00,,,,,,,,
2663,Airport,,No Cars Available,42563.98,,23.00,,,,,,,,
2669,Airport,,No Cars Available,42563.98,,23.00,,,,,,,,
2670,Airport,,No Cars Available,42563.99,,23.00,,,,,,,,
2671,City,,No Cars Available,42563.99,,23.00,,,,,,,,
2673,Airport,,No Cars Available,42563.99,,23.00,,,,,,,,
2674,City,,No Cars Available,42563.99,,23.00,,,,,,,,
2678,Airport,,No Cars Available,42564.00,,23.00,,,,,,,,
4020,Airport,,No Cars Available,42564.00,,0.00,,,,,,,,
4022,City,,No Cars Available,42564.01,,0.00,,,,,,,,
4026,City,,No Cars Available,42564.01,,0.00,,,,,,,,
4025,City,,No Cars Available,42564.01,,0.00,,,,,,,,
2684,Airport,,No Cars Available,42564.01,,0.00,,,,,,,,
2685,City,,No Cars Available,42564.01,,0.00,,,,,,,,
2686,City,,No Cars Available,42564.02,,0.00,,,,,,,,
2688,City,,No Cars Available,42564.02,,0.00,,,,,,,,
2687,Airport,,No Cars Available,42564.02,,0.00,,,,,,,,
2690,Airport,,No Cars Available,42564.03,,0.00,,,,,,,,
2695,Airport,,No Cars Available,42564.03,,0.00,,,,,,,,
2693,Airport,,No Cars Available,42564.03,,0.00,,,,,,,,
2696,Airport,,No Cars Available,42564.03,,0.00,,,,,,,,
2694,Airport,,No Cars Available,42564.03,,0.00,,,,,,,,
2698,Airport,,No Cars Available,42564.04,,0.00,,,,,,,,
2697,City,,No Cars Available,42564.04,,0.00,,,,,,,,
2699,Airport,,No Cars Available,42564.04,,0.00,,,,,,,,
2700,City,,No Cars Available,42564.04,,1.00,,,,,,,,
2703,City,,No Cars Available,42564.05,,1.00,,,,,,,,
2705,Airport,,No Cars Available,42564.05,,1.00,,,,,,,,
2706,Airport,,No Cars Available,42564.06,,1.00,,,,,,,,
2710,Airport,,No Cars Available,42564.07,,1.00,,,,,,,,
2711,City,,No Cars Available,42564.07,,1.00,,,,,,,,
2712,Airport,,No Cars Available,42564.08,,1.00,,,,,,,,
2716,City,,No Cars Available,42564.08,,1.00,,,,,,,,
2715,Airport,,No Cars Available,42564.08,,1.00,,,,,,,,
2718,City,,No Cars Available,42564.09,,2.00,,,,,,,,
2720,City,,No Cars Available,42564.09,,2.00,,,,,,,,
2722,Airport,,No Cars Available,42564.09,,2.00,,,,,,,,
2721,Airport,,No Cars Available,42564.10,,2.00,,,,,,,,
2725,Airport,,No Cars Available,42564.10,,2.00,,,,,,,,
2726,City,,No Cars Available,42564.10,,2.00,,,,,,,,
2724,City,,No Cars Available,42564.11,,2.00,,,,,,,,
2734,City,,No Cars Available,42564.11,,2.00,,,,,,,,
2728,City,,No Cars Available,42564.11,,2.00,,,,,,,,
2730,City,,No Cars Available,42564.11,,2.00,,,,,,,,
2727,City,,No Cars Available,42564.11,,2.00,,,,,,,,
2735,Airport,,No Cars Available,42564.11,,2.00,,,,,,,,
2738,City,,No Cars Available,42564.12,,2.00,,,,,,,,
2739,Airport,,No Cars Available,42564.12,,2.00,,,,,,,,
2737,Airport,,No Cars Available,42564.12,,2.00,,,,,,,,
2741,Airport,,No Cars Available,42564.13,,3.00,,,,,,,,
2743,Airport,,No Cars Available,42564.13,,3.00,,,,,,,,
2744,City,,No Cars Available,42564.13,,3.00,,,,,,,,
2745,City,,No Cars Available,42564.14,,3.00,,,,,,,,
2748,Airport,,No Cars Available,42564.14,,3.00,,,,,,,,
2749,Airport,,No Cars Available,42564.15,,3.00,,,,,,,,
2753,City,,No Cars Available,42564.15,,3.00,,,,,,,,
2751,Airport,,No Cars Available,42564.15,,3.00,,,,,,,,
2754,Airport,,No Cars Available,42564.15,,3.00,,,,,,,,
2755,Airport,,No Cars Available,42564.15,,3.00,,,,,,,,
2756,Airport,,No Cars Available,42564.15,,3.00,,,,,,,,
2757,Airport,,No Cars Available,42564.16,,3.00,,,,,,,,
2760,City,,No Cars Available,42564.16,,3.00,,,,,,,,
2763,City,,No Cars Available,42564.17,,3.00,,,,,,,,
2765,Airport,,No Cars Available,42564.17,,4.00,,,,,,,,
2766,City,,No Cars Available,42564.17,,4.00,,,,,,,,
2770,Airport,,No Cars Available,42564.18,,4.00,,,,,,,,
2773,Airport,,No Cars Available,42564.19,,4.00,,,,,,,,
2776,City,,No Cars Available,42564.19,,4.00,,,,,,,,
2772,Airport,,No Cars Available,42564.19,,4.00,,,,,,,,
2775,Airport,,No Cars Available,42564.20,,4.00,,,,,,,,
2783,Airport,,No Cars Available,42564.20,,4.00,,,,,,,,
2790,City,,No Cars Available,42564.20,,4.00,,,,,,,,
2804,City,,No Cars Available,42564.21,,4.00,,,,,,,,
2807,City,,No Cars Available,42564.21,,5.00,,,,,,,,
2817,City,,No Cars Available,42564.21,,5.00,,,,,,,,
2812,City,,No Cars Available,42564.22,,5.00,,,,,,,,
2821,City,,No Cars Available,42564.22,,5.00,,,,,,,,
2843,City,,No Cars Available,42564.23,,5.00,,,,,,,,
2838,City,,No Cars Available,42564.23,,5.00,,,,,,,,
2850,Airport,,No Cars Available,42564.23,,5.00,,,,,,,,
2870,City,,No Cars Available,42564.24,,5.00,,,,,,,,
2868,City,,No Cars Available,42564.24,,5.00,,,,,,,,
2852,City,,No Cars Available,42564.24,,5.00,,,,,,,,
2874,City,,No Cars Available,42564.24,,5.00,,,,,,,,
2878,City,,No Cars Available,42564.25,,5.00,,,,,,,,
2892,City,,No Cars Available,42564.25,,5.00,,,,,,,,
2882,City,,No Cars Available,42564.25,,5.00,,,,,,,,
2893,City,,No Cars Available,42564.25,,6.00,,,,,,,,
2904,City,,No Cars Available,42564.26,,6.00,,,,,,,,
2915,City,,No Cars Available,42564.26,,6.00,,,,,,,,
2921,City,,No Cars Available,42564.26,,6.00,,,,,,,,
2925,City,,No Cars Available,42564.27,,6.00,,,,,,,,
2930,City,,No Cars Available,42564.27,,6.00,,,,,,,,
2949,City,,No Cars Available,42564.28,,6.00,,,,,,,,
2955,City,,No Cars Available,42564.28,,6.00,,,,,,,,
2954,City,,No Cars Available,42564.28,,6.00,,,,,,,,
2976,City,,No Cars Available,42564.29,,6.00,,,,,,,,
2967,City,,No Cars Available,42564.29,,6.00,,,,,,,,
2972,City,,No Cars Available,42564.29,,6.00,,,,,,,,
2980,City,,No Cars Available,42564.29,,6.00,,,,,,,,
2981,City,,No Cars Available,42564.29,,7.00,,,,,,,,
2984,City,,No Cars Available,42564.30,,7.00,,,,,,,,
2999,Airport,,No Cars Available,42564.30,,7.00,,,,,,,,
3003,City,,No Cars Available,42564.30,,7.00,,,,,,,,
3000,City,,No Cars Available,42564.30,,7.00,,,,,,,,
3007,City,,No Cars Available,42564.31,,7.00,,,,,,,,
3002,City,,No Cars Available,42564.31,,7.00,,,,,,,,
3011,City,,No Cars Available,42564.31,,7.00,,,,,,,,
3029,City,,No Cars Available,42564.32,,7.00,,,,,,,,
3047,City,,No Cars Available,42564.32,,7.00,,,,,,,,
3046,City,,No Cars Available,42564.32,,7.00,,,,,,,,
3056,City,,No Cars Available,42564.33,,7.00,,,,,,,,
3058,City,,No Cars Available,42564.33,,7.00,,,,,,,,
3071,City,,No Cars Available,42564.34,,8.00,,,,,,,,
3077,City,,No Cars Available,42564.34,,8.00,,,,,,,,
3078,City,,No Cars Available,42564.34,,8.00,,,,,,,,
3095,City,,No Cars Available,42564.34,,8.00,,,,,,,,
3091,City,,No Cars Available,42564.34,,8.00,,,,,,,,
3087,City,,No Cars Available,42564.35,,8.00,,,,,,,,
3093,City,,No Cars Available,42564.35,,8.00,,,,,,,,
3103,City,,No Cars Available,42564.35,,8.00,,,,,,,,
3102,City,,No Cars Available,42564.35,,8.00,,,,,,,,
3106,City,,No Cars Available,42564.35,,8.00,,,,,,,,
3105,City,,No Cars Available,42564.35,,8.00,,,,,,,,
3128,City,,No Cars Available,42564.36,,8.00,,,,,,,,
3116,City,,No Cars Available,42564.36,,8.00,,,,,,,,
3115,City,,No Cars Available,42564.36,,8.00,,,,,,,,
3121,City,,No Cars Available,42564.36,,8.00,,,,,,,,
3124,City,,No Cars Available,42564.36,,8.00,,,,,,,,
3127,City,,No Cars Available,42564.36,,8.00,,,,,,,,
3133,City,,No Cars Available,42564.36,,8.00,,,,,,,,
3136,City,,No Cars Available,42564.37,,8.00,,,,,,,,
3164,City,,No Cars Available,42564.38,,9.00,,,,,,,,
3165,City,,No Cars Available,42564.38,,9.00,,,,,,,,
3167,City,,No Cars Available,42564.38,,9.00,,,,,,,,
3178,City,,No Cars Available,42564.39,,9.00,,,,,,,,
3195,City,,No Cars Available,42564.40,,9.00,,,,,,,,
3204,City,,No Cars Available,42564.40,,9.00,,,,,,,,
3199,City,,No Cars Available,42564.40,,9.00,,,,,,,,
3219,City,,No Cars Available,42564.41,,9.00,,,,,,,,
3209,City,,No Cars Available,42564.41,,9.00,,,,,,,,
3225,City,,No Cars Available,42564.42,,9.00,,,,,,,,
3241,City,,No Cars Available,42564.42,,10.00,,,,,,,,
3234,City,,No Cars Available,42564.42,,10.00,,,,,,,,
3239,City,,No Cars Available,42564.42,,10.00,,,,,,,,
3252,City,,No Cars Available,42564.42,,10.00,,,,,,,,
3244,City,,No Cars Available,42564.42,,10.00,,,,,,,,
3246,City,,No Cars Available,42564.42,,10.00,,,,,,,,
3257,City,,No Cars Available,42564.43,,10.00,,,,,,,,
3251,City,,No Cars Available,42564.43,,10.00,,,,,,,,
3247,City,,No Cars Available,42564.43,,10.00,,,,,,,,
3259,City,,No Cars Available,42564.43,,10.00,,,,,,,,
3267,City,,No Cars Available,42564.43,,10.00,,,,,,,,
3269,Airport,,No Cars Available,42564.44,,10.00,,,,,,,,
3272,City,,No Cars Available,42564.44,,10.00,,,,,,,,
3278,City,,No Cars Available,42564.44,,10.00,,,,,,,,
3279,Airport,,No Cars Available,42564.45,,10.00,,,,,,,,
3284,Airport,,No Cars Available,42564.45,,10.00,,,,,,,,
3288,City,,No Cars Available,42564.46,,11.00,,,,,,,,
3290,City,,No Cars Available,42564.47,,11.00,,,,,,,,
3296,City,,No Cars Available,42564.49,,11.00,,,,,,,,
3308,City,,No Cars Available,42564.50,,11.00,,,,,,,,
3322,City,,No Cars Available,42564.51,,12.00,,,,,,,,
3325,Airport,,No Cars Available,42564.52,,12.00,,,,,,,,
3332,City,,No Cars Available,42564.52,,12.00,,,,,,,,
3331,City,,No Cars Available,42564.53,,12.00,,,,,,,,
3335,City,,No Cars Available,42564.53,,12.00,,,,,,,,
3345,Airport,,No Cars Available,42564.55,,13.00,,,,,,,,
3350,City,,No Cars Available,42564.55,,13.00,,,,,,,,
3349,Airport,,No Cars Available,42564.55,,13.00,,,,,,,,
3361,City,,No Cars Available,42564.56,,13.00,,,,,,,,
3356,Airport,,No Cars Available,42564.56,,13.00,,,,,,,,
3364,Airport,,No Cars Available,42564.57,,13.00,,,,,,,,
3368,City,,No Cars Available,42564.58,,13.00,,,,,,,,
3371,City,,No Cars Available,42564.59,,14.00,,,,,,,,
3373,City,,No Cars Available,42564.59,,14.00,,,,,,,,
3374,City,,No Cars Available,42564.59,,14.00,,,,,,,,
3376,Airport,,No Cars Available,42564.60,,14.00,,,,,,,,
3386,Airport,,No Cars Available,42564.61,,14.00,,,,,,,,
3389,City,,No Cars Available,42564.61,,14.00,,,,,,,,
3390,Airport,,No Cars Available,42564.61,,14.00,,,,,,,,
3401,City,,No Cars Available,42564.63,,15.00,,,,,,,,
3402,Airport,,No Cars Available,42564.63,,15.00,,,,,,,,
3398,City,,No Cars Available,42564.63,,15.00,,,,,,,,
3406,Airport,,No Cars Available,42564.64,,15.00,,,,,,,,
3410,Airport,,No Cars Available,42564.64,,15.00,,,,,,,,
3409,City,,No Cars Available,42564.64,,15.00,,,,,,,,
3417,City,,No Cars Available,42564.65,,15.00,,,,,,,,
3426,City,,No Cars Available,42564.66,,15.00,,,,,,,,
3435,City,,No Cars Available,42564.67,,16.00,,,,,,,,
3439,City,,No Cars Available,42564.68,,16.00,,,,,,,,
3442,City,,No Cars Available,42564.69,,16.00,,,,,,,,
3443,City,,No Cars Available,42564.69,,16.00,,,,,,,,
3447,City,,No Cars Available,42564.70,,16.00,,,,,,,,
3463,Airport,,No Cars Available,42564.71,,17.00,,,,,,,,
3464,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3473,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3470,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3474,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3467,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3481,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3479,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3487,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3476,Airport,,No Cars Available,42564.72,,17.00,,,,,,,,
3484,City,,No Cars Available,42564.73,,17.00,,,,,,,,
3491,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3488,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3490,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3493,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3492,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3480,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3489,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3502,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3494,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3501,Airport,,No Cars Available,42564.73,,17.00,,,,,,,,
3503,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3509,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3504,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3512,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3519,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3516,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3513,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3515,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3521,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3527,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3526,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3522,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3536,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3534,Airport,,No Cars Available,42564.74,,17.00,,,,,,,,
3537,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3533,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3535,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3532,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3547,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3531,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3538,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3543,Airport,,No Cars Available,42564.75,,17.00,,,,,,,,
3539,Airport,,No Cars Available,42564.75,,18.00,,,,,,,,
3542,Airport,,No Cars Available,42564.75,,18.00,,,,,,,,
3553,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3562,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3550,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3551,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3557,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3560,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3566,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3567,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3554,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3556,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3563,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3569,Airport,,No Cars Available,42564.76,,18.00,,,,,,,,
3571,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3574,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3568,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3576,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3570,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3578,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3579,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3582,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3589,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3580,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3575,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3573,City,,No Cars Available,42564.77,,18.00,,,,,,,,
3592,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3587,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3586,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3581,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3588,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3591,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3595,Airport,,No Cars Available,42564.77,,18.00,,,,,,,,
3597,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3599,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3596,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3604,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3603,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3605,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3600,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3607,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3608,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3611,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3609,City,,No Cars Available,42564.78,,18.00,,,,,,,,
3610,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3616,Airport,,No Cars Available,42564.78,,18.00,,,,,,,,
3606,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3614,City,,No Cars Available,42564.79,,18.00,,,,,,,,
3618,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3612,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3623,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3619,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3627,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3635,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3629,Airport,,No Cars Available,42564.79,,18.00,,,,,,,,
3626,Airport,,No Cars Available,42564.79,,19.00,,,,,,,,
3633,City,,No Cars Available,42564.79,,19.00,,,,,,,,
3637,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3639,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3628,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3642,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3636,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3647,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3655,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3643,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3654,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3652,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3650,Airport,,No Cars Available,42564.80,,19.00,,,,,,,,
3665,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3663,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3664,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3659,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3677,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3670,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3669,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3675,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3682,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3674,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3678,Airport,,No Cars Available,42564.81,,19.00,,,,,,,,
3673,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3687,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3683,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3685,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3684,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3692,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3680,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3689,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3696,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3693,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3695,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3709,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3708,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3699,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3691,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3705,Airport,,No Cars Available,42564.82,,19.00,,,,,,,,
3707,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3706,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3702,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3700,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3712,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3698,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3710,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3714,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3720,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3719,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3717,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3715,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3713,Airport,,No Cars Available,42564.83,,19.00,,,,,,,,
3716,Airport,,No Cars Available,42564.83,,20.00,,,,,,,,
3726,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3724,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3721,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3729,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3731,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3733,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3730,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3735,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3734,Airport,,No Cars Available,42564.84,,20.00,,,,,,,,
3737,Airport,,No Cars Available,42564.85,,20.00,,,,,,,,
3736,Airport,,No Cars Available,42564.85,,20.00,,,,,,,,
3746,Airport,,No Cars Available,42564.85,,20.00,,,,,,,,
3747,Airport,,No Cars Available,42564.85,,20.00,,,,,,,,
3751,Airport,,No Cars Available,42564.85,,20.00,,,,,,,,
3750,Airport,,No Cars Available,42564.85,,20.00,,,,,,,,
3752,Airport,,No Cars Available,42564.85,,20.00,,,,,,,,
3754,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3749,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3757,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3765,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3756,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3764,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3770,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3778,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3772,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3760,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3779,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3773,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3769,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3781,Airport,,No Cars Available,42564.86,,20.00,,,,,,,,
3785,City,,No Cars Available,42564.86,,20.00,,,,,,,,
3776,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3775,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3783,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3784,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3787,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3791,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3796,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3790,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3792,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3793,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3797,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3800,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3803,Airport,,No Cars Available,42564.87,,20.00,,,,,,,,
3799,City,,No Cars Available,42564.87,,20.00,,,,,,,,
3802,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3811,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3805,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3815,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3812,City,,No Cars Available,42564.88,,21.00,,,,,,,,
3816,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3821,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3814,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3829,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3825,Airport,,No Cars Available,42564.88,,21.00,,,,,,,,
3833,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3823,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3828,City,,No Cars Available,42564.89,,21.00,,,,,,,,
3836,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3824,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3832,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3846,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3837,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3835,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3838,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3844,Airport,,No Cars Available,42564.89,,21.00,,,,,,,,
3845,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3842,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3853,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3848,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3860,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3855,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3862,City,,No Cars Available,42564.90,,21.00,,,,,,,,
3854,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3851,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3858,Airport,,No Cars Available,42564.90,,21.00,,,,,,,,
3869,Airport,,No Cars Available,42564.91,,21.00,,,,,,,,
3864,Airport,,No Cars Available,42564.91,,21.00,,,,,,,,
